state,district,id,icpsr,last_name,first_name,middle_name,ngirls,nboys,nchildren,,washington_ngirls,washington_nboys,washington_nchild,costa_ngirls,costa_nboys,costa_nchild,oliver1_ngirls,oliver1_nboys,oliver1_nchild,oliver2_ngirls,oliver2_nboys,oliver2_nchild,oliver2_data_source,cong_served
IL,6,R000580,20715,Roskam,Peter,NA,2,2,4,,,,,2,2,4,,,,2,2,4,missing child info,"110, 111, 112, 113, 114, 115"
IL,17,H001040,20716,Hare,Phil,NA,1,1,2,,,,,1,1,2,,,,,,,,"110, 111"
IN,2,D000607,20717,Donnelly,Joe,NA,1,2,2,,,,,1,2,2,,,,,,,,"110, 111, 112"
IN,8,E000289,20718,Ellsworth,Brad,NA,1,0,1,,,,,1,0,1,,,,,,,,"110, 111"
IA,1,B001259,20719,Braley,Bruce,NA,1,2,3,,,,,1,2,3,,,,,,,,"110, 111, 112, 113"
IA,2,L000565,20720,Loebsack,Dave,NA,2,0,2,,,,,,,,,,,2,0,2,missing child info,"110, 111, 112, 113, 114, 115, 116"
KS,2,B001258,20721,Boyda,Nancy,NA,3,4,7,,,,,3,4,7,,,,,,,,110
KY,3,Y000062,20723,Yarmuth,John,NA,0,1,1,,,,,0,1,1,,,,0,1,1,117 (current reps),"110, 111, 112, 113, 114, 115, 116"
MD,3,S001168,20724,Sarbanes,John,NA,1,2,3,,,,,,,,,,,1,2,3,missing child info,"110, 111, 112, 113, 114, 115, 116"
MD,3,S001168,20724,Sarbanes,John,NA,1,2,3,,,,,,,,,,,1,2,3,117 (current reps),"110, 111, 112, 113, 114, 115, 116"
MI,7,W000798,20725,Walberg,Tim,NA,1,2,3,,,,,1,2,3,,,,1,2,3,missing child info,"110, 112, 113, 114, 115, 116"
MI,7,W000798,20725,Walberg,Tim,NA,1,2,3,,,,,1,2,3,,,,1,2,3,117 (current reps),"110, 112, 113, 114, 115, 116"
MN,1,W000799,20726,Walz,Tim,NA,1,1,2,,,,,1,1,2,,,,,,,,"110, 111, 112, 113, 114, 115"
MN,5,E000288,20727,Ellison,Keith,NA,1,3,4,,,,,1,3,4,,,,,,,,"110, 111, 112, 113, 114, 115"
MN,6,B001256,20728,Bachmann,Michele,NA,3,2,5,,,,,3,2,5,,,,,,,,"110, 111, 112, 113"
NE,3,S001172,20729,Smith,Adrian,NA,1,0,1,,,,,,,,,,,1,0,1,missing child info,"110, 111, 112, 113, 114, 115, 116"
NE,3,S001172,20729,Smith,Adrian,NA,1,0,1,,,,,,,,,,,1,1,2,117 (current reps),"110, 111, 112, 113, 114, 115, 116"
NV,2,H001041,20730,Heller,Dean,NA,2,2,4,,,,,2,2,4,,,,,,,,"110, 111, 112"
NH,1,S001170,20731,Shea-Porter,Carol,NA,1,0,1,,,,,,,,,,,1,0,1,missing child info,"110, 111, 113, 115"
NH,2,H001043,20732,Hodes,Paul,NA,1,1,2,,,,,1,1,2,,,,,,,,"110, 111"
NY,11,C001067,20733,Clarke,Yvette,Diane,0,0,0,,,,,,,,,,,0,0,0,117 (current reps),"110, 111, 112"
NY,9,C001067,20733,Clarke,Yvette,Diane,0,0,0,,,,,,,,,,,0,0,0,117 (current reps),"113, 114, 115, 116"
NY,19,H001039,20734,Hall,John,NA,1,0,1,,,,,1,0,1,,,,,,,,"110, 111"
NY,20,G000555,20735,Gillibrand,Kirsten,NA,0,1,1,,,,,0,1,1,,,,,,,,"110, 111"
NY,24,A000363,20736,Arcuri,Michael,NA,2,2,4,,,,,,,,,,,2,2,4,missing child info,"110, 111"
NC,11,S001171,20737,Shuler,Heath,NA,1,1,2,,,,,1,1,2,,,,,,,,"110, 111, 112"
OH,4,J000289,20738,Jordan,Jim,NA,2,2,4,,,,,2,2,4,,,,2,2,4,117 (current reps),"110, 111, 112, 113, 114, 115, 116"
OH,6,W000801,20739,Wilson,Charlie,NA,0,4,4,,,,,0,4,4,0,4,4,,,,,"110, 111"
OH,18,S001173,20741,Space,Zack,NA,1,1,2,,,,,1,1,2,,,,,,,,"110, 111"
OK,5,F000453,20742,Fallin,Mary,NA,1,1,2,,,,,1,1,2,,,,,,,,"110, 111"
PA,4,A000362,20743,Altmire,Jason,NA,2,0,2,,,,,,,,,,,2,0,2,missing child info,"110, 111, 112"
PA,7,S001169,20744,Sestak,Joe,NA,1,0,1,,,,,1,0,1,,,,1,0,1,105-116 random sample,"110, 111"
PA,8,M001168,20745,Murphy,Patrick,NA,1,0,1,,,,,1,0,1,,,,,,,,"110, 111"
PA,10,C001065,20746,Carney,Chris,NA,2,3,5,,,,,2,3,5,,,,,,,,"110, 111"
TN,1,D000606,20747,Davis,David,NA,1,1,2,,,,,1,1,2,,,,,,,,110
TN,9,C001068,20748,Cohen,Stephen,NA,0,0,0,,,,,,,,,,,0,0,0,117 (current reps),"110, 111, 112, 113, 114, 115, 116"
IL,14,F000454,20749,Foster,Bill,NA,1,1,2,,,,,1,1,2,,,,1,1,2,missing child info,"110, 111"
IL,14,F000454,20749,Foster,Bill,NA,1,1,2,,,,,1,1,2,,,,1,1,2,117 (current reps),"110, 111"
IL,11,F000454,20749,Foster,Bill,NA,1,1,2,,,,,1,1,2,,,,1,1,2,missing child info,"113, 114, 115, 116"
IL,11,F000454,20749,Foster,Bill,NA,1,1,2,,,,,1,1,2,,,,1,1,2,117 (current reps),"113, 114, 115, 116"
VT,1,W000800,20750,Welch,Peter,NA,0,0,0,,5 stepchildren,,,2,3,5,,,,0,0,0,117 (current reps),"110, 111, 112, 113, 114, 115, 116"
WI,8,K000365,20751,Kagen,Steven,NA,2,2,4,,,,,,,,,,,2,2,4,missing child info,"110, 111"
GA,10,B001262,20753,Broun,Paul,C.,2,1,3,,,,,2,1,3,,,,,,,,"110, 111, 112, 113"
MA,5,T000465,20754,Tsongas,Nicola,S.,3,0,3,,,,,3,0,3,,,,3,0,3,missing child info,"110, 111, 112"
MA,3,T000465,20754,Tsongas,Nicola,S.,3,0,3,,,,,3,0,3,,,,3,0,3,missing child info,"113, 114, 115"
OH,5,L000566,20755,Latta,Robert,E.,2,0,2,,,,,2,0,2,,,,2,0,2,missing child info,"110, 111, 112, 113, 114, 115, 116"
OH,5,L000566,20755,Latta,Robert,E.,2,0,2,,,,,2,0,2,,,,2,0,2,117 (current reps),"110, 111, 112, 113, 114, 115, 116"
VA,1,W000804,20756,Wittman,Robert,J.,1,1,2,,,,,1,1,2,,,,1,1,2,missing child info,"110, 111, 112, 113, 114, 115, 116"
VA,1,W000804,20756,Wittman,Robert,J.,1,1,2,,,,,1,1,2,,,,1,1,2,117 (current reps),"110, 111, 112, 113, 114, 115, 116"
IN,7,C001072,20757,Carson,Andre,NA,1,0,1,,,,,1,0,1,,,,1,0,1,117 (current reps),"110, 111, 112, 113, 114, 115, 116"
FL,9,B001257,20758,Bilirakis,Gus,NA,0,4,4,,,,,0,4,4,,,,0,4,4,117 (current reps),"110, 111, 112"
FL,12,B001257,20758,Bilirakis,Gus,NA,0,4,4,,,,,0,4,4,,,,0,4,4,117 (current reps),"113, 114, 115, 116"
LA,1,S001176,20759,Scalise,Steve,NA,1,1,2,,,,,1,1,2,,,,1,1,2,missing child info,"110, 111, 112, 113, 114, 115, 116"
LA,1,S001176,20759,Scalise,Steve,NA,1,1,2,,,,,1,1,2,,,,1,1,2,117 (current reps),"110, 111, 112, 113, 114, 115, 116"
LA,6,C001073,20760,Cazayoux,Donald,J.,2,1,3,,,,,,,,,,,2,1,3,missing child info,110
MS,1,C001074,20761,Childers,Travis,W.,1,1,2,,,,,1,1,2,,,,1,1,2,missing child info,"110, 111"
CA,12,S001175,20762,Speier,Karen,Lorraine Jacqueline,1,1,2,,,,,1,1,2,,,,1,1,2,missing child info,"110, 111, 112"
CA,12,S001175,20762,Speier,Karen,Lorraine Jacqueline,1,1,2,,,,,1,1,2,,,,1,1,2,117 (current reps),"110, 111, 112"
CA,14,S001175,20762,Speier,Karen,Lorraine Jacqueline,1,1,2,,,,,1,1,2,,,,1,1,2,missing child info,"113, 114, 115, 116"
CA,14,S001175,20762,Speier,Karen,Lorraine Jacqueline,1,1,2,,,,,1,1,2,,,,1,1,2,117 (current reps),"113, 114, 115, 116"
MD,4,E000290,20763,Edwards,Donna,F.,0,1,1,,,,,,,,,,,0,1,1,missing child info,"110, 111, 112, 113, 114"
AL,2,B001264,20900,Bright,Bobby,Neal,2,1,3,,,,,2,1,3,,,,,,,,111
AL,5,G000557,20901,Griffith,Parker,NA,3,2,5,,,,,,,,,,,,,,,111
AZ,1,K000368,20902,Kirkpatrick,Ann,NA,2,0,2,,,,,2,0,2,,,,1,1,2,117 (current reps),"111, 113, 114"
AZ,2,K000368,20902,Kirkpatrick,Ann,NA,2,0,2,,,,,2,0,2,,,,1,1,2,117 (current reps),116
CA,4,M001177,20903,McClintock,Tom,NA,1,1,2,,,,,1,1,2,,,,1,1,2,missing child info,"111, 112, 113, 114, 115, 116"
CA,4,M001177,20903,McClintock,Tom,NA,1,1,2,,,,,1,1,2,,,,1,1,2,117 (current reps),"111, 112, 113, 114, 115, 116"
CO,2,P000598,20904,Polis,Jared,NA,1,1,2,,,,,1,1,2,,,,1,1,2,missing child info,"111, 112, 113, 114, 115"
CO,4,M001172,20905,Markey,Betsy,NA,2,1,3,,,,,,,,,,,,,,,111
CT,4,H001047,20907,Himes,James,A.,2,0,2,,,,,2,0,2,,,,2,0,2,117 (current reps),"111, 112, 113, 114, 115, 116"
FL,8,G000556,20908,Grayson,Alan,NA,3,2,5,,,,,3,2,5,,,,,,,,111
FL,9,G000556,20908,Grayson,Alan,NA,3,2,5,,,,,3,2,5,,,,,,,,"113, 114"
FL,15,P000599,20909,Posey,Bill,NA,2,0,2,,,,,2,0,2,,,,2,0,2,117 (current reps),"111, 112"
FL,8,P000599,20909,Posey,Bill,NA,2,0,2,,,,,2,0,2,,,,2,0,2,117 (current reps),"113, 114, 115, 116"
FL,16,R000583,20910,Rooney,Thomas,J.,0,3,3,,,,,0,3,3,,,,,,,,"111, 112"
FL,17,R000583,20910,Rooney,Thomas,J.,0,3,3,,,,,0,3,3,,,,,,,,"113, 114, 115"
FL,24,K000370,20911,Kosmas,Suzanne,M.,1,3,4,,,,,1,3,4,,,,,,,,111
ID,1,M001175,20912,Minnick,Walt,NA,0,1,1,,,,,,,,,,,0,1,1,missing child info,111
IL,11,H001044,20913,Halvorson,Deborah,L.,0,0,0,,,,,,,,,,,,,,,111
IL,18,S001179,20914,Schock,Aaron,NA,0,0,0,,,,,,,,,,,,,,,"111, 112, 113, 114"
KS,2,J000290,20915,Jenkins,Lynn,NA,1,1,2,,,,,1,1,2,,,,,,,,"111, 112, 113, 114, 115"
KY,2,G000558,20916,Guthrie,Brett,NA,2,1,3,,,,,2,1,3,,,,2,1,3,117 (current reps),"111, 112, 113, 114, 115, 116"
LA,2,C001079,20917,Cao,Anh,NA,2,0,2,,,,,2,0,2,,,,,,,,111
LA,4,F000456,20918,Fleming,John,NA,2,3,5,,,,,,,,,,,2,3,5,missing child info,"111, 112, 113, 114"
LA,6,C001075,20919,Cassidy,Bill,NA,2,1,3,,,,,2,1,3,,,,,,,,"111, 112, 113"
ME,1,P000597,20920,Pingree,Chellie,NA,2,1,3,,,,,,,,,,,2,1,3,missing child info,"111, 112, 113, 114, 115, 116"
ME,1,P000597,20920,Pingree,Chellie,NA,2,1,3,,,,,,,,,,,2,1,3,117 (current reps),"111, 112, 113, 114, 115, 116"
MD,1,K000371,20921,Kratovil,Frank,M.,0,4,4,,,,,0,4,4,,,,,,,,111
MI,7,S001178,20922,Schauer,Mark,H.,0,0,0,,,,,,,,,,,0,0,0,105-116 random sample,111
MI,9,P000595,20923,Peters,Gary,C.,2,1,3,,,,,2,1,3,,,,,,,,"111, 112"
MI,14,P000595,20923,Peters,Gary,C.,2,1,3,,,,,2,1,3,,,,,,,,113
MN,3,P000594,20924,Paulsen,Erik,NA,4,0,4,,,,,4,0,4,,,,,,,,"111, 112, 113, 114, 115"
MS,3,H001045,20925,Harper,Gregg,NA,1,1,2,,,,,1,1,2,,,,,,,,"111, 112, 113, 114, 115"
MO,9,L000569,20926,Luetkemeyer,Blaine,NA,2,1,3,,,,,,,,,,,2,1,3,missing child info,"111, 112"
MO,9,L000569,20926,Luetkemeyer,Blaine,NA,2,1,3,,,,,,,,,,,2,1,3,117 (current reps),"111, 112"
MO,3,L000569,20926,Luetkemeyer,Blaine,NA,2,1,3,,,,,,,,,,,2,1,3,missing child info,"113, 114, 115, 116"
MO,3,L000569,20926,Luetkemeyer,Blaine,NA,2,1,3,,,,,,,,,,,2,1,3,117 (current reps),"113, 114, 115, 116"
NV,3,T000468,20927,Titus,Alice,NA,0,0,0,,,,,,,,,,,0,0,0,117 (current reps),111
NV,1,T000468,20927,Titus,Alice,NA,0,0,0,,,,,,,,,,,0,0,0,117 (current reps),"113, 114, 115, 116"
NJ,3,A000364,20928,Adler,John,H.,0,4,4,,,,,0,4,4,0,4,4,,,,,111
NJ,7,L000567,20929,Lance,Leonard,NA,0,1,1,,,,,,,,,,,0,1,1,missing child info,"111, 112, 113, 114, 115"
NM,1,H001046,20930,Heinrich,Martin,NA,0,2,2,,,,,0,2,2,,,,,,,,"111, 112"
NM,2,T000466,20931,Teague,Harry,NA,1,1,2,,,,,1,1,2,,,,,,,,111
NY,13,M001174,20933,McMahon,Michael,E.,1,1,2,,,,,1,1,2,,,,,,,,111
NY,21,T000469,20934,Tonko,Paul,NA,0,0,0,,,,,,,,,,,0,0,0,117 (current reps),"111, 112"
NY,20,T000469,20934,Tonko,Paul,NA,0,0,0,,,,,,,,,,,0,0,0,117 (current reps),"113, 114, 115, 116"
NY,25,M001171,20935,Maffei,Daniel,B.,1,0,1,,,,,,,,,,,1,0,1,missing child info,111
NY,24,M001171,20935,Maffei,Daniel,B.,1,0,1,,,,,,,,,,,1,0,1,missing child info,113
NY,26,L000568,20936,Lee,Christopher,John,0,1,1,,,,,0,1,1,,,,1,0,1,105-116 random sample,"111, 112"
NY,29,M001173,20937,Massa,Eric,J.J.,1,2,3,,,,,,,,,,,1,2,3,missing child info,111
NC,8,K000369,20938,Kissell,Larry,NA,2,0,2,,,,,2,0,2,,,,2,0,2,105-116 random sample,"111, 112"
OH,1,D000609,20939,Driehaus,Steve,NA,1,2,3,,,,,1,2,3,,,,,,,,111
OH,7,A000365,20940,Austria,Steve,NA,0,3,3,,,,,,,,,,,0,3,3,missing child info,"111, 112"
OH,11,F000455,20941,Fudge,Marcia,L.,0,0,0,,,,,,,,,,,0,0,0,117 (current reps),"110, 111, 112, 113, 114, 115, 116"
OH,15,K000372,20942,Kilroy,Mary,Jo,2,0,2,,,,,2,0,2,,,,,,,,111
OH,16,B001263,20943,Boccieri,John,A.,2,1,3,,,,,,,,,,,,,,,111
OR,5,S001180,20944,Schrader,Kurt,NA,2,3,5,,,,,2,3,5,,,,2,3,5,117 (current reps),"111, 112, 113, 114, 115, 116"
PA,3,D000608,20945,Dahlkemper,Kathleen,A.,2,3,5,,,,,,,,,,,2,3,5,missing child info,111
PA,5,T000467,20946,Thompson,Glenn,NA,0,3,3,,,,,0,3,3,,,,0,3,3,117 (current reps),"111, 112, 113, 114, 115"
PA,15,T000467,20946,Thompson,Glenn,NA,0,3,3,,,,,0,3,3,,,,0,3,3,117 (current reps),116
TN,1,R000582,20947,Roe,David,P.,1,2,3,,,,,1,2,3,,,,,,,,"111, 112, 113, 114, 115, 116"
TX,22,O000168,20948,Olson,Pete,NA,1,1,2,,,,,1,1,2,,,,1,1,2,105-116 random sample,"111, 112, 113, 114, 115, 116"
UT,3,C001076,20949,Chaffetz,Jason,NA,2,1,3,,,,,2,1,3,,,,,,,,"111, 112, 113, 114, 115"
VA,2,N000183,20950,Nye,Glenn,C.,0,0,0,,,,,,,,,,,0,0,0,105-116 random sample,111
VA,11,C001078,20952,Connolly,Gerald,E.,1,0,1,,,,,1,0,1,,,,1,0,1,117 (current reps),"111, 112, 113, 114, 115, 116"
WY,1,L000571,20953,Lummis,Cynthia,M.,1,0,1,,,,,1,0,1,,,,,,,,"111, 112, 113, 114"
IL,5,Q000023,20954,Quigley,Mike,NA,2,0,2,,,,,2,0,2,,,,,,,117 (current reps),"111, 112, 113, 114, 115, 116"
CA,32,C001080,20955,Chu,Judy,NA,0,0,0,,,,,,,,,,,0,0,0,117 (current reps),"111, 112"
CA,27,C001080,20955,Chu,Judy,NA,0,0,0,,,,,,,,,,,0,0,0,117 (current reps),"113, 114, 115, 116"
NY,20,M001178,20956,Murphy,Scott,NA,1,2,3,,,,,1,2,3,,,,,,,,111
NY,23,O000169,20957,Owens,William,NA,2,1,3,,,,,2,1,3,,,,,,,,"111, 112"
NY,21,O000169,20957,Owens,William,NA,2,1,3,,,,,2,1,3,,,,,,,,113
CA,10,G000559,20958,Garamendi,John,NA,5,1,6,,,,,4,2,6,,,,5,1,6,missing child info,"111, 112"
CA,10,G000559,20958,Garamendi,John,NA,5,1,6,,,,,4,2,6,,,,5,1,6,117 (current reps),"111, 112"
CA,3,G000559,20958,Garamendi,John,NA,5,1,6,,,,,4,2,6,,,,5,1,6,missing child info,"113, 114, 115, 116"
CA,3,G000559,20958,Garamendi,John,NA,5,1,6,,,,,4,2,6,,,,5,1,6,117 (current reps),"113, 114, 115, 116"
FL,19,D000610,20959,Deutch,Theodore,E.,2,1,3,,,,,2,1,3,,,,2,1,3,missing child info,"111, 112"
FL,19,D000610,20959,Deutch,Theodore,E.,2,1,3,,,,,2,1,3,,,,2,1,3,117 (current reps),"111, 112"
FL,21,D000610,20959,Deutch,Theodore,E.,2,1,3,,,,,2,1,3,,,,2,1,3,missing child info,"113, 114"
FL,21,D000610,20959,Deutch,Theodore,E.,2,1,3,,,,,2,1,3,,,,2,1,3,117 (current reps),"113, 114"
FL,22,D000610,20959,Deutch,Theodore,E.,2,1,3,,,,,2,1,3,,,,2,1,3,missing child info,"115, 116"
FL,22,D000610,20959,Deutch,Theodore,E.,2,1,3,,,,,2,1,3,,,,2,1,3,117 (current reps),"115, 116"
PA,12,C001081,20960,Critz,Mark,S.,1,1,2,,,,,1,1,2,,,,1,1,2,missing child info,"111, 112"
HI,1,D000611,20961,Djou,Charles,NA,2,1,3,,,,,,,,,,,2,1,3,missing child info,111
GA,9,G000560,20962,Graves,Tom,NA,2,1,3,,,,,2,1,3,,,,2,1,3,missing child info,"111, 112"
GA,14,G000560,20962,Graves,Tom,NA,2,1,3,,,,,2,1,3,,,,2,1,3,missing child info,"113, 114, 115, 116"
CA,52,H001048,20963,Hunter,Duncan,Duane,2,1,3,,,,,2,1,3,,,,,,,,"111, 112"
CA,50,H001048,20963,Hunter,Duncan,Duane,2,1,3,,,,,2,1,3,,,,,,,,"113, 114, 115, 116"
IN,3,S001188,21100,Stutzman,Marlin,NA,0,2,2,,,,,0,2,2,,,,0,2,2,missing child info,"111, 112, 113, 114"
NY,29,R000585,21101,Reed,Thomas,W.,1,1,2,,,,,,,,,,,1,1,2,missing child info,"111, 112"
NY,29,R000585,21101,Reed,Thomas,W.,1,1,2,,,,,,,,,,,1,1,2,117 (current reps),"111, 112"
NY,23,R000585,21101,Reed,Thomas,W.,1,1,2,,,,,,,,,,,1,1,2,missing child info,"113, 114, 115, 116"
NY,23,R000585,21101,Reed,Thomas,W.,1,1,2,,,,,,,,,,,1,1,2,117 (current reps),"113, 114, 115, 116"
AL,7,S001185,21102,Sewell,Terri,NA,0,0,0,,,,,,,,,,,0,0,0,117 (current reps),"112, 113, 114, 115, 116"
AZ,1,G000565,21103,Gosar,Paul,NA,2,1,3,,,,,2,1,3,,,,1,0,1,117 (current reps),112
AZ,4,G000565,21103,Gosar,Paul,NA,2,1,3,,,,,2,1,3,,,,1,0,1,117 (current reps),"113, 114, 115, 116"
AZ,3,Q000024,21104,Quayle,Ben,NA,1,0,1,,,,,1,0,1,,,,1,0,1,105-116 random sample,112
AZ,5,S001183,21105,Schweikert,David,NA,1,0,1,,,,,1,0,1,,,,1,0,1,117 (current reps),112
AZ,6,S001183,21105,Schweikert,David,NA,1,0,1,,,,,1,0,1,,,,1,0,1,117 (current reps),"113, 114, 115, 116"
AR,1,C001087,21106,Crawford,Rick,NA,1,1,2,,,,,1,1,2,,,,1,1,2,117 (current reps),"112, 113, 114, 115, 116"
AR,2,G000567,21107,Griffin,Tim,NA,1,1,2,,,,,1,1,2,,,,,,,,"112, 113"
AR,3,W000809,21108,Womack,Steve,NA,0,1,1,,,,,0,3,3,,,,0,1,1,117 (current reps),"112, 113, 114, 115, 116"
CA,19,D000612,21109,Denham,Jeff,NA,1,1,2,,,,,1,1,2,,,,,,,,112
CA,10,D000612,21109,Denham,Jeff,NA,1,1,2,,,,,1,1,2,,,,,,,,"113, 114, 115"
CA,33,B001270,21110,Bass,Karen,NA,1,0,1,,4 stepchildren,,,3,2,5,,,,1,0,1,missing child info,112
CA,33,B001270,21110,Bass,Karen,NA,1,0,1,,,,,3,2,5,,,,1,0,1,117 (current reps),112
CA,37,B001270,21110,Bass,Karen,NA,1,0,1,,,,,3,2,5,,,,1,0,1,missing child info,"113, 114, 115, 116"
CA,37,B001270,21110,Bass,Karen,NA,1,0,1,,,,,3,2,5,,,,1,0,1,117 (current reps),"113, 114, 115, 116"
CO,3,T000470,21111,Tipton,Scott,NA,2,0,2,,,,,2,0,2,,,,,,,,"112, 113, 114, 115, 116"
CO,4,G000562,21112,Gardner,Cory,NA,1,1,2,,,,,2,1,3,,,,1,1,2,missing child info,"112, 113"
DE,1,C001083,21113,Carney,John,C.,0,2,2,,,,,0,2,2,,,,,,,,"112, 113, 114"
FL,2,S001186,21114,Southerland,Steve,NA,4,0,4,,,,,4,0,4,,,,,,,,"112, 113"
FL,5,N000185,21115,Nugent,Richard,NA,0,3,3,,,,,0,3,3,,,,,,,,112
FL,11,N000185,21115,Nugent,Richard,NA,0,3,3,,,,,0,3,3,,,,,,,,"113, 114"
FL,8,W000806,21116,Webster,Daniel,A.,2,4,6,,,,,0,1,1,,,,1,2,3,missing child info,112
FL,8,W000806,21116,Webster,Daniel,A.,2,4,6,,,,,0,1,1,,,,2,4,6,117 (current reps),112
FL,10,W000806,21116,Webster,Daniel,A.,2,4,6,,,,,0,1,1,,,,1,2,3,missing child info,"113, 114"
FL,10,W000806,21116,Webster,Daniel,A.,2,4,6,,,,,0,1,1,,,,2,4,6,117 (current reps),"113, 114"
FL,11,W000806,21116,Webster,Daniel,A.,2,4,6,,,,,0,1,1,,,,1,2,3,missing child info,"115, 116"
FL,11,W000806,21116,Webster,Daniel,A.,2,4,6,,,,,0,1,1,,,,2,4,6,117 (current reps),"115, 116"
FL,12,R000593,21117,Ross,Dennis,NA,0,2,2,,,,,0,2,2,,,,,,,,112
FL,15,R000593,21117,Ross,Dennis,NA,0,2,2,,,,,0,2,2,,,,,,,,"113, 114, 115"
FL,17,W000808,21118,Wilson,Frederica,NA,2,1,3,,,,,2,1,3,,,,2,1,3,missing child info,112
FL,17,W000808,21118,Wilson,Frederica,NA,2,1,3,,,,,2,1,3,,,,2,1,3,117 (current reps),112
FL,24,W000808,21118,Wilson,Frederica,NA,2,1,3,,,,,2,1,3,,,,2,1,3,missing child info,"113, 114, 115, 116"
FL,24,W000808,21118,Wilson,Frederica,NA,2,1,3,,,,,2,1,3,,,,2,1,3,117 (current reps),"113, 114, 115, 116"
FL,22,W000807,21119,West,Allen,NA,1,1,2,,,,,1,1,2,,,,,,,,112
FL,24,A000366,21120,Adams,Sandra,NA,2,1,3,,,,,2,1,3,,,,,,,,112
GA,8,S001189,21123,Scott,Austin,NA,1,2,3,,,,,1,1,2,,,,0,1,1,117 (current reps),"112, 113, 114, 115, 116"
ID,1,L000573,21125,Labrador,Raul,R.,1,4,5,,,,,1,4,5,,,,1,4,5,missing child info,"112, 113, 114, 115"
IL,8,W000811,21126,Walsh,Joe,NA,1,2,3,,,,,,,,,,,1,2,3,105-116 random sample,112
IL,10,D000613,21127,Dold,Robert,NA,2,1,3,,,,,,,,,,,2,1,3,missing child info,112
IL,11,K000378,21128,Kinzinger,Adam,NA,0,0,0,,,,,,,,,,,0,0,0,117 (current reps),112
IL,16,K000378,21128,Kinzinger,Adam,NA,0,0,0,,,,,,,,,,,0,0,0,117 (current reps),"113, 114, 115, 116"
IL,14,H001059,21129,Hultgren,Randy,NA,1,3,4,,,,,1,3,4,,,,1,3,4,missing child info,"112, 113, 114, 115"
IL,17,S001182,21130,Schilling,Bobby,NA,4,6,10,,,,,4,6,10,4,6,10,,,,,112
IN,4,R000592,21131,Rokita,Todd,NA,0,2,2,,,,,0,2,2,,,,,,,,"112, 113, 114, 115"
IN,8,B001275,21132,Bucshon,Larry,NA,2,2,4,,,,,2,2,4,,,,2,2,4,117 (current reps),"112, 113, 114, 115, 116"
IN,9,Y000064,21133,Young,Todd,NA,3,1,4,,,,,3,1,4,,,,,,,,"112, 113, 114"
KS,1,H001057,21134,Huelskamp,Tim,NA,2,2,4,,,,,2,2,4,,,,,,,,"112, 113, 114"
KS,3,Y000063,21135,Yoder,Kevin,NA,2,0,2,,,,,,,,,,,2,0,2,missing child info,"112, 113, 114, 115"
KS,4,P000602,21136,Pompeo,Mike,NA,0,1,1,,,,,0,1,1,,,,,,,,"112, 113, 114, 115"
LA,2,R000588,21137,Richmond,Cedric,NA,0,1,1,,,,,,,,,,,0,1,1,missing child info,"112, 113, 114, 115, 116"
LA,2,R000588,21137,Richmond,Cedric,NA,0,1,1,,,,,,,,,,,0,0,0,117 (current reps),"112, 113, 114, 115, 116"
LA,3,L000574,21138,Landry,Jeff,NA,0,1,1,,,,,0,1,1,,,,,,,,112
MD,1,H001052,21139,Harris,Andy,NA,3,2,5,,,,,,,,,,,3,2,5,missing child info,"112, 113, 114, 115, 116"
MD,1,H001052,21139,Harris,Andy,NA,3,2,5,,,,,,,,,,,3,2,5,117 (current reps),"112, 113, 114, 115, 116"
MA,10,K000375,21140,Keating,William,R.,1,1,2,,,,,1,1,2,,,,1,1,2,117 (current reps),112
MA,9,K000375,21140,Keating,William,R.,1,1,2,,,,,1,1,2,,,,1,1,2,117 (current reps),"113, 114, 115, 116"
MI,1,B001271,21141,Benishek,Dan,NA,2,3,5,,,,,,,,,,,2,3,5,105-116 random sample,"112, 113, 114"
MI,2,H001058,21142,Huizenga,Bill,NA,1,4,5,,,,,1,4,5,,,,1,4,5,117 (current reps),"112, 113, 114, 115, 116"
MI,3,A000367,21143,Amash,Justin,NA,2,1,3,,,,,2,1,3,,,,,,,,"112, 113, 114, 115, 116"
MI,13,C001085,21145,Clarke,Hansen,NA,0,0,0,,,,,,,,,,,,,,,112
MN,8,C001086,21146,Cravaack,Chip,NA,0,2,2,,,,,,,,,,,0,2,2,missing child info,112
MS,1,N000186,21147,Nunnelee,Alan,NA,1,2,3,,,,,1,2,3,1,2,3,1,2,3,105-116 random sample,"112, 113, 114"
MS,4,P000601,21148,Palazzo,Steven,NA,1,2,3,,,,,1,2,3,,,,1,2,3,117 (current reps),"112, 113, 114, 115, 116"
MO,4,H001053,21149,Hartzler,Vicky,NA,1,0,1,,,,,1,0,1,,,,1,0,1,117 (current reps),"112, 113, 114, 115, 116"
MO,7,L000576,21150,Long,Billy,NA,2,0,2,,,,,2,0,2,,,,2,0,2,missing child info,"112, 113, 114, 115, 116"
MO,7,L000576,21150,Long,Billy,NA,2,0,2,,,,,2,0,2,,,,2,0,2,117 (current reps),"112, 113, 114, 115, 116"
NV,3,H001055,21151,Heck,Joe,NA,2,1,3,,,,,,,,,,,2,1,3,missing child info,"112, 113, 114"
NH,1,G000570,21152,Guinta,Frank,NA,1,1,2,,,,,,,,,,,1,1,2,missing child info,112
NJ,3,R000594,21153,Runyan,Jon,NA,2,1,3,,,,,,,,,,,2,1,3,missing child info,"112, 113"
